<1> Timestamp: 2020.1.3 8:42:29.Connection to SQL server established
<2> Timestamp: 2020.1.3 8:42:30.A sensor node with 49 has opened a new connection
<3> Timestamp: 2020.1.3 8:42:30.A sensor node with 112 has opened a new connection
<4> Timestamp: 2020.1.3 8:42:30.A sensor node with 37 has opened a new connection
<5> Timestamp: 2020.1.3 8:42:30.A sensor node with 21 has opened a new connection
<6> Timestamp: 2020.1.3 8:42:30.A sensor node with 15 has opened a new connection
<858> Timestamp: 2020.1.3 8:46:46.The sensor node with 37 reports it's too hot(running average temperature=19.407406)
<859> Timestamp: 2020.1.3 8:46:46.The sensor node with 15 reports it's too hot(running average temperature=19.407406)
<860> Timestamp: 2020.1.3 8:46:47.The sensor node with 37 reports it's too hot(running average temperature=19.247105)
<861> Timestamp: 2020.1.3 8:46:47.The sensor node with 15 reports it's too hot(running average temperature=19.247105)
<862> Timestamp: 2020.1.3 8:46:48.The sensor node with 49 reports it's too hot(running average temperature=18.543848)
<863> Timestamp: 2020.1.3 8:46:48.The sensor node with 112 reports it's too hot(running average temperature=18.258556)
<864> Timestamp: 2020.1.3 8:46:48.The sensor node with 21 reports it's too hot(running average temperature=18.258556)
<865> Timestamp: 2020.1.3 8:46:48.The sensor node with 37 reports it's too hot(running average temperature=19.208312)
<866> Timestamp: 2020.1.3 8:46:48.The sensor node with 15 reports it's too hot(running average temperature=19.208312)
<867> Timestamp: 2020.1.3 8:46:49.The sensor node with 37 reports it's too hot(running average temperature=19.107107)
<868> Timestamp: 2020.1.3 8:46:49.The sensor node with 15 reports it's too hot(running average temperature=19.107107)
<869> Timestamp: 2020.1.3 8:46:50.The sensor node with 112 reports it's too hot(running average temperature=18.164096)
<870> Timestamp: 2020.1.3 8:46:50.The sensor node with 21 reports it's too hot(running average temperature=18.164096)
<871> Timestamp: 2020.1.3 8:46:50.The sensor node with 37 reports it's too hot(running average temperature=18.910181)
<872> Timestamp: 2020.1.3 8:46:50.The sensor node with 15 reports it's too hot(running average temperature=18.910181)
<873> Timestamp: 2020.1.3 8:46:51.The sensor node with 49 reports it's too hot(running average temperature=18.524554)
<874> Timestamp: 2020.1.3 8:46:51.The sensor node with 37 reports it's too hot(running average temperature=18.883466)
<875> Timestamp: 2020.1.3 8:46:51.The sensor node with 15 reports it's too hot(running average temperature=18.883466)
<876> Timestamp: 2020.1.3 8:46:52.The sensor node with 112 reports it's too hot(running average temperature=18.128611)
<877> Timestamp: 2020.1.3 8:46:52.The sensor node with 21 reports it's too hot(running average temperature=18.128611)
<878> Timestamp: 2020.1.3 8:46:52.The sensor node with 37 reports it's too hot(running average temperature=18.911230)
<879> Timestamp: 2020.1.3 8:46:52.The sensor node with 15 reports it's too hot(running average temperature=18.911230)
<880> Timestamp: 2020.1.3 8:46:53.The sensor node with 37 reports it's too hot(running average temperature=18.929295)
<881> Timestamp: 2020.1.3 8:46:53.The sensor node with 15 reports it's too hot(running average temperature=18.929295)
<882> Timestamp: 2020.1.3 8:46:54.The sensor node with 49 reports it's too hot(running average temperature=18.442432)
<883> Timestamp: 2020.1.3 8:46:54.The sensor node with 112 reports it's too hot(running average temperature=18.210638)
<884> Timestamp: 2020.1.3 8:46:54.The sensor node with 21 reports it's too hot(running average temperature=18.210638)
<885> Timestamp: 2020.1.3 8:46:54.The sensor node with 37 reports it's too hot(running average temperature=18.879731)
<886> Timestamp: 2020.1.3 8:46:54.The sensor node with 15 reports it's too hot(running average temperature=18.879731)
<887> Timestamp: 2020.1.3 8:46:55.The sensor node with 37 reports it's too hot(running average temperature=18.879591)
<888> Timestamp: 2020.1.3 8:46:55.The sensor node with 15 reports it's too hot(running average temperature=18.879591)
<889> Timestamp: 2020.1.3 8:46:56.The sensor node with 112 reports it's too hot(running average temperature=18.414731)
<890> Timestamp: 2020.1.3 8:46:56.The sensor node with 21 reports it's too hot(running average temperature=18.414731)
<891> Timestamp: 2020.1.3 8:46:56.The sensor node with 37 reports it's too hot(running average temperature=19.021531)
<892> Timestamp: 2020.1.3 8:46:56.The sensor node with 15 reports it's too hot(running average temperature=19.021531)
<893> Timestamp: 2020.1.3 8:46:57.The sensor node with 49 reports it's too hot(running average temperature=18.530864)
<894> Timestamp: 2020.1.3 8:46:57.The sensor node with 37 reports it's too hot(running average temperature=19.105582)
<895> Timestamp: 2020.1.3 8:46:57.The sensor node with 15 reports it's too hot(running average temperature=19.105582)
<896> Timestamp: 2020.1.3 8:46:58.The sensor node with 112 reports it's too hot(running average temperature=18.453032)
<897> Timestamp: 2020.1.3 8:46:58.The sensor node with 21 reports it's too hot(running average temperature=18.453032)
<898> Timestamp: 2020.1.3 8:46:58.The sensor node with 37 reports it's too hot(running average temperature=19.142205)
<899> Timestamp: 2020.1.3 8:46:58.The sensor node with 15 reports it's too hot(running average temperature=19.142205)
<900> Timestamp: 2020.1.3 8:46:59.The sensor node with 37 reports it's too hot(running average temperature=19.026595)
<901> Timestamp: 2020.1.3 8:46:59.The sensor node with 15 reports it's too hot(running average temperature=19.026595)
<902> Timestamp: 2020.1.3 8:47:0.The sensor node with 49 reports it's too hot(running average temperature=18.693154)
<903> Timestamp: 2020.1.3 8:47:0.The sensor node with 112 reports it's too hot(running average temperature=18.415790)
<904> Timestamp: 2020.1.3 8:47:0.The sensor node with 21 reports it's too hot(running average temperature=18.415790)
<905> Timestamp: 2020.1.3 8:47:0.The sensor node with 37 reports it's too hot(running average temperature=19.016259)
<906> Timestamp: 2020.1.3 8:47:0.The sensor node with 15 reports it's too hot(running average temperature=19.016259)
<907> Timestamp: 2020.1.3 8:47:1.The sensor node with 37 reports it's too hot(running average temperature=19.117349)
<908> Timestamp: 2020.1.3 8:47:1.The sensor node with 15 reports it's too hot(running average temperature=19.117349)
<909> Timestamp: 2020.1.3 8:47:2.The sensor node with 112 reports it's too hot(running average temperature=18.556430)
<910> Timestamp: 2020.1.3 8:47:2.The sensor node with 21 reports it's too hot(running average temperature=18.556430)
<911> Timestamp: 2020.1.3 8:47:2.The sensor node with 37 reports it's too hot(running average temperature=19.051473)
<912> Timestamp: 2020.1.3 8:47:2.The sensor node with 15 reports it's too hot(running average temperature=19.051473)
<913> Timestamp: 2020.1.3 8:47:3.The sensor node with 49 reports it's too hot(running average temperature=18.675135)
<914> Timestamp: 2020.1.3 8:47:3.The sensor node with 37 reports it's too hot(running average temperature=18.874736)
<915> Timestamp: 2020.1.3 8:47:3.The sensor node with 15 reports it's too hot(running average temperature=18.874736)
<916> Timestamp: 2020.1.3 8:47:4.The sensor node with 112 reports it's too hot(running average temperature=18.697004)
<917> Timestamp: 2020.1.3 8:47:4.The sensor node with 21 reports it's too hot(running average temperature=18.697004)
<918> Timestamp: 2020.1.3 8:47:4.The sensor node with 37 reports it's too hot(running average temperature=18.703541)
<919> Timestamp: 2020.1.3 8:47:4.The sensor node with 15 reports it's too hot(running average temperature=18.703541)
<920> Timestamp: 2020.1.3 8:47:5.The sensor node with 37 reports it's too hot(running average temperature=18.559619)
<921> Timestamp: 2020.1.3 8:47:5.The sensor node with 15 reports it's too hot(running average temperature=18.559619)
<922> Timestamp: 2020.1.3 8:47:6.The sensor node with 49 reports it's too hot(running average temperature=18.537427)
<923> Timestamp: 2020.1.3 8:47:6.The sensor node with 112 reports it's too hot(running average temperature=18.705096)
<924> Timestamp: 2020.1.3 8:47:6.The sensor node with 21 reports it's too hot(running average temperature=18.705096)
<925> Timestamp: 2020.1.3 8:47:6.The sensor node with 37 reports it's too hot(running average temperature=18.499779)
<926> Timestamp: 2020.1.3 8:47:6.The sensor node with 15 reports it's too hot(running average temperature=18.499779)
<927> Timestamp: 2020.1.3 8:47:7.The sensor node with 37 reports it's too hot(running average temperature=18.644558)
<928> Timestamp: 2020.1.3 8:47:7.The sensor node with 15 reports it's too hot(running average temperature=18.644558)
<929> Timestamp: 2020.1.3 8:47:8.The sensor node with 112 reports it's too hot(running average temperature=18.603224)
<930> Timestamp: 2020.1.3 8:47:8.The sensor node with 21 reports it's too hot(running average temperature=18.603224)
<931> Timestamp: 2020.1.3 8:47:8.The sensor node with 37 reports it's too hot(running average temperature=18.850433)
<932> Timestamp: 2020.1.3 8:47:8.The sensor node with 15 reports it's too hot(running average temperature=18.850433)
<933> Timestamp: 2020.1.3 8:47:9.The sensor node with 49 reports it's too hot(running average temperature=18.435023)
<934> Timestamp: 2020.1.3 8:47:9.The sensor node with 37 reports it's too hot(running average temperature=19.024181)
<935> Timestamp: 2020.1.3 8:47:9.The sensor node with 15 reports it's too hot(running average temperature=19.024181)
<936> Timestamp: 2020.1.3 8:47:10.The sensor node with 112 reports it's too hot(running average temperature=18.540463)
<937> Timestamp: 2020.1.3 8:47:10.The sensor node with 21 reports it's too hot(running average temperature=18.540463)
<938> Timestamp: 2020.1.3 8:47:10.The sensor node with 37 reports it's too hot(running average temperature=19.151182)
<939> Timestamp: 2020.1.3 8:47:10.The sensor node with 15 reports it's too hot(running average temperature=19.151182)
<940> Timestamp: 2020.1.3 8:47:11.The sensor node with 37 reports it's too hot(running average temperature=19.284471)
<941> Timestamp: 2020.1.3 8:47:11.The sensor node with 15 reports it's too hot(running average temperature=19.284471)
<942> Timestamp: 2020.1.3 8:47:12.The sensor node with 49 reports it's too hot(running average temperature=18.327114)
<943> Timestamp: 2020.1.3 8:47:12.The sensor node with 112 reports it's too hot(running average temperature=18.644738)
<944> Timestamp: 2020.1.3 8:47:12.The sensor node with 21 reports it's too hot(running average temperature=18.644738)
<945> Timestamp: 2020.1.3 8:47:12.The sensor node with 37 reports it's too hot(running average temperature=19.439427)
<946> Timestamp: 2020.1.3 8:47:12.The sensor node with 15 reports it's too hot(running average temperature=19.439427)
<947> Timestamp: 2020.1.3 8:47:13.The sensor node with 37 reports it's too hot(running average temperature=19.552263)
<948> Timestamp: 2020.1.3 8:47:13.The sensor node with 15 reports it's too hot(running average temperature=19.552263)
<949> Timestamp: 2020.1.3 8:47:14.The sensor node with 112 reports it's too hot(running average temperature=18.651436)
<950> Timestamp: 2020.1.3 8:47:14.The sensor node with 21 reports it's too hot(running average temperature=18.651436)
<951> Timestamp: 2020.1.3 8:47:14.The sensor node with 37 reports it's too hot(running average temperature=19.718158)
<952> Timestamp: 2020.1.3 8:47:14.The sensor node with 15 reports it's too hot(running average temperature=19.718158)
<953> Timestamp: 2020.1.3 8:47:15.The sensor node with 49 reports it's too hot(running average temperature=18.235119)
<954> Timestamp: 2020.1.3 8:47:15.The sensor node with 37 reports it's too hot(running average temperature=19.778576)
<955> Timestamp: 2020.1.3 8:47:15.The sensor node with 15 reports it's too hot(running average temperature=19.778576)
<956> Timestamp: 2020.1.3 8:47:16.The sensor node with 112 reports it's too hot(running average temperature=18.502852)
<957> Timestamp: 2020.1.3 8:47:16.The sensor node with 21 reports it's too hot(running average temperature=18.502852)
<958> Timestamp: 2020.1.3 8:47:16.The sensor node with 37 reports it's too hot(running average temperature=19.817820)
<959> Timestamp: 2020.1.3 8:47:16.The sensor node with 15 reports it's too hot(running average temperature=19.817820)
<960> Timestamp: 2020.1.3 8:47:17.The sensor node with 37 reports it's too hot(running average temperature=19.972436)
<961> Timestamp: 2020.1.3 8:47:17.The sensor node with 15 reports it's too hot(running average temperature=19.972436)
<962> Timestamp: 2020.1.3 8:47:18.The sensor node with 49 reports it's too hot(running average temperature=18.217617)
<963> Timestamp: 2020.1.3 8:47:18.The sensor node with 112 reports it's too hot(running average temperature=18.431255)
<964> Timestamp: 2020.1.3 8:47:18.The sensor node with 21 reports it's too hot(running average temperature=18.431255)
<965> Timestamp: 2020.1.3 8:47:18.The sensor node with 37 reports it's too hot(running average temperature=20.020579)
<966> Timestamp: 2020.1.3 8:47:18.The sensor node with 15 reports it's too hot(running average temperature=20.020579)
<967> Timestamp: 2020.1.3 8:47:19.The sensor node with 37 reports it's too hot(running average temperature=19.950860)
<968> Timestamp: 2020.1.3 8:47:19.The sensor node with 15 reports it's too hot(running average temperature=19.950860)
<969> Timestamp: 2020.1.3 8:47:20.The sensor node with 112 reports it's too hot(running average temperature=18.462347)
<970> Timestamp: 2020.1.3 8:47:20.The sensor node with 21 reports it's too hot(running average temperature=18.462347)
<971> Timestamp: 2020.1.3 8:47:20.The sensor node with 37 reports it's too hot(running average temperature=19.909163)
<972> Timestamp: 2020.1.3 8:47:20.The sensor node with 15 reports it's too hot(running average temperature=19.909163)
<973> Timestamp: 2020.1.3 8:47:21.The sensor node with 49 reports it's too hot(running average temperature=18.165301)
<974> Timestamp: 2020.1.3 8:47:21.The sensor node with 37 reports it's too hot(running average temperature=20.015876)
<975> Timestamp: 2020.1.3 8:47:21.The sensor node with 15 reports it's too hot(running average temperature=20.015876)
<976> Timestamp: 2020.1.3 8:47:22.The sensor node with 112 reports it's too hot(running average temperature=18.432977)
<977> Timestamp: 2020.1.3 8:47:22.The sensor node with 21 reports it's too hot(running average temperature=18.432977)
<978> Timestamp: 2020.1.3 8:47:22.The sensor node with 37 reports it's too hot(running average temperature=20.011272)
<979> Timestamp: 2020.1.3 8:47:22.The sensor node with 15 reports it's too hot(running average temperature=20.011272)
<980> Timestamp: 2020.1.3 8:47:23.The sensor node with 37 reports it's too hot(running average temperature=19.927115)
<981> Timestamp: 2020.1.3 8:47:23.The sensor node with 15 reports it's too hot(running average temperature=19.927115)
<982> Timestamp: 2020.1.3 8:47:24.The sensor node with 49 reports it's too hot(running average temperature=18.150812)
<983> Timestamp: 2020.1.3 8:47:24.The sensor node with 112 reports it's too hot(running average temperature=18.487536)
<984> Timestamp: 2020.1.3 8:47:24.The sensor node with 21 reports it's too hot(running average temperature=18.487536)
<985> Timestamp: 2020.1.3 8:47:24.The sensor node with 37 reports it's too hot(running average temperature=19.861986)
<986> Timestamp: 2020.1.3 8:47:24.The sensor node with 15 reports it's too hot(running average temperature=19.861986)
<987> Timestamp: 2020.1.3 8:47:25.The sensor node with 37 reports it's too hot(running average temperature=19.863502)
<988> Timestamp: 2020.1.3 8:47:25.The sensor node with 15 reports it's too hot(running average temperature=19.863502)
<989> Timestamp: 2020.1.3 8:47:26.The sensor node with 112 reports it's too hot(running average temperature=18.541920)
<990> Timestamp: 2020.1.3 8:47:26.The sensor node with 21 reports it's too hot(running average temperature=18.541920)
<991> Timestamp: 2020.1.3 8:47:26.The sensor node with 37 reports it's too hot(running average temperature=19.825086)
<992> Timestamp: 2020.1.3 8:47:26.The sensor node with 15 reports it's too hot(running average temperature=19.825086)
<993> Timestamp: 2020.1.3 8:47:27.The sensor node with 49 reports it's too hot(running average temperature=18.185540)
<994> Timestamp: 2020.1.3 8:47:27.The sensor node with 37 reports it's too hot(running average temperature=19.803798)
<995> Timestamp: 2020.1.3 8:47:27.The sensor node with 15 reports it's too hot(running average temperature=19.803798)
<996> Timestamp: 2020.1.3 8:47:28.The sensor node with 112 reports it's too hot(running average temperature=18.533150)
<997> Timestamp: 2020.1.3 8:47:28.The sensor node with 21 reports it's too hot(running average temperature=18.533150)
<998> Timestamp: 2020.1.3 8:47:28.The sensor node with 37 reports it's too hot(running average temperature=19.986709)
<999> Timestamp: 2020.1.3 8:47:28.The sensor node with 15 reports it's too hot(running average temperature=19.986709)
<1000> Timestamp: 2020.1.3 8:47:29.The sensor node with 37 reports it's too hot(running average temperature=20.022574)
<1001> Timestamp: 2020.1.3 8:47:29.The sensor node with 15 reports it's too hot(running average temperature=20.022574)
<1002> Timestamp: 2020.1.3 8:47:30.The sensor node with 49 reports it's too hot(running average temperature=18.135473)
<1003> Timestamp: 2020.1.3 8:47:30.The sensor node with 112 reports it's too hot(running average temperature=18.582303)
<1004> Timestamp: 2020.1.3 8:47:30.The sensor node with 21 reports it's too hot(running average temperature=18.582303)
<1005> Timestamp: 2020.1.3 8:47:30.The sensor node with 37 reports it's too hot(running average temperature=20.002792)
<1006> Timestamp: 2020.1.3 8:47:30.The sensor node with 15 reports it's too hot(running average temperature=20.002792)
<1007> Timestamp: 2020.1.3 8:47:31.The sensor node with 37 reports it's too hot(running average temperature=19.924512)
<1008> Timestamp: 2020.1.3 8:47:31.The sensor node with 15 reports it's too hot(running average temperature=19.924512)
<1009> Timestamp: 2020.1.3 8:47:32.The sensor node with 112 reports it's too hot(running average temperature=18.463577)
<1010> Timestamp: 2020.1.3 8:47:32.The sensor node with 21 reports it's too hot(running average temperature=18.463577)
<1011> Timestamp: 2020.1.3 8:47:32.The sensor node with 37 reports it's too hot(running average temperature=19.766775)
<1012> Timestamp: 2020.1.3 8:47:32.The sensor node with 15 reports it's too hot(running average temperature=19.766775)
<1013> Timestamp: 2020.1.3 8:47:33.The sensor node with 49 reports it's too hot(running average temperature=18.133854)
<1014> Timestamp: 2020.1.3 8:47:33.The sensor node with 37 reports it's too hot(running average temperature=19.755020)
<1015> Timestamp: 2020.1.3 8:47:33.The sensor node with 15 reports it's too hot(running average temperature=19.755020)
<1016> Timestamp: 2020.1.3 8:47:34.The sensor node with 112 reports it's too hot(running average temperature=18.351626)
<1017> Timestamp: 2020.1.3 8:47:34.The sensor node with 21 reports it's too hot(running average temperature=18.351626)
<1018> Timestamp: 2020.1.3 8:47:34.The sensor node with 37 reports it's too hot(running average temperature=19.825281)
<1019> Timestamp: 2020.1.3 8:47:34.The sensor node with 15 reports it's too hot(running average temperature=19.825281)
<1020> Timestamp: 2020.1.3 8:47:35.The sensor node with 37 reports it's too hot(running average temperature=19.917869)
<1021> Timestamp: 2020.1.3 8:47:35.The sensor node with 15 reports it's too hot(running average temperature=19.917869)
<1022> Timestamp: 2020.1.3 8:47:36.The sensor node with 49 reports it's too hot(running average temperature=18.101274)
<1023> Timestamp: 2020.1.3 8:47:36.The sensor node with 112 reports it's too hot(running average temperature=18.324976)
<1024> Timestamp: 2020.1.3 8:47:36.The sensor node with 21 reports it's too hot(running average temperature=18.324976)
<1025> Timestamp: 2020.1.3 8:47:36.The sensor node with 37 reports it's too hot(running average temperature=20.066005)
<1026> Timestamp: 2020.1.3 8:47:36.The sensor node with 15 reports it's too hot(running average temperature=20.066005)
<1027> Timestamp: 2020.1.3 8:47:37.The sensor node with 37 reports it's too hot(running average temperature=20.250470)
<1028> Timestamp: 2020.1.3 8:47:37.The sensor node with 15 reports it's too hot(running average temperature=20.250470)
<1029> Timestamp: 2020.1.3 8:47:38.The sensor node with 112 reports it's too hot(running average temperature=18.222054)
<1030> Timestamp: 2020.1.3 8:47:38.The sensor node with 21 reports it's too hot(running average temperature=18.222054)
<1031> Timestamp: 2020.1.3 8:47:38.The sensor node with 37 reports it's too hot(running average temperature=20.340171)
<1032> Timestamp: 2020.1.3 8:47:38.The sensor node with 15 reports it's too hot(running average temperature=20.340171)
<1033> Timestamp: 2020.1.3 8:47:39.The sensor node with 49 reports it's too hot(running average temperature=17.976462)
<1034> Timestamp: 2020.1.3 8:47:39.The sensor node with 37 reports it's too hot(running average temperature=20.346828)
<1035> Timestamp: 2020.1.3 8:47:39.The sensor node with 15 reports it's too hot(running average temperature=20.346828)
<1036> Timestamp: 2020.1.3 8:47:40.The sensor node with 112 reports it's too hot(running average temperature=18.186338)
<1037> Timestamp: 2020.1.3 8:47:40.The sensor node with 21 reports it's too hot(running average temperature=18.186338)
<1038> Timestamp: 2020.1.3 8:47:40.The sensor node with 37 reports it's too hot(running average temperature=20.365777)
<1039> Timestamp: 2020.1.3 8:47:40.The sensor node with 15 reports it's too hot(running average temperature=20.365777)
<1040> Timestamp: 2020.1.3 8:47:41.The sensor node with 37 reports it's too hot(running average temperature=20.286588)
<1041> Timestamp: 2020.1.3 8:47:41.The sensor node with 15 reports it's too hot(running average temperature=20.286588)
<1042> Timestamp: 2020.1.3 8:47:42.The sensor node with 49 reports it's too hot(running average temperature=17.936538)
<1043> Timestamp: 2020.1.3 8:47:42.The sensor node with 112 reports it's too hot(running average temperature=18.294529)
<1044> Timestamp: 2020.1.3 8:47:42.The sensor node with 21 reports it's too hot(running average temperature=18.294529)
<1045> Timestamp: 2020.1.3 8:47:42.The sensor node with 37 reports it's too hot(running average temperature=20.081599)
<1046> Timestamp: 2020.1.3 8:47:42.The sensor node with 15 reports it's too hot(running average temperature=20.081599)
<1047> Timestamp: 2020.1.3 8:47:43.The sensor node with 37 reports it's too hot(running average temperature=20.010677)
<1048> Timestamp: 2020.1.3 8:47:43.The sensor node with 15 reports it's too hot(running average temperature=20.010677)
<1049> Timestamp: 2020.1.3 8:47:44.The sensor node with 112 reports it's too hot(running average temperature=18.360223)
<1050> Timestamp: 2020.1.3 8:47:44.The sensor node with 21 reports it's too hot(running average temperature=18.360223)
<1051> Timestamp: 2020.1.3 8:47:44.The sensor node with 37 reports it's too hot(running average temperature=19.992050)
<1052> Timestamp: 2020.1.3 8:47:44.The sensor node with 15 reports it's too hot(running average temperature=19.992050)
<1053> Timestamp: 2020.1.3 8:47:45.The sensor node with 49 reports it's too hot(running average temperature=17.929524)
<1054> Timestamp: 2020.1.3 8:47:45.The sensor node with 37 reports it's too hot(running average temperature=19.956739)
<1055> Timestamp: 2020.1.3 8:47:45.The sensor node with 15 reports it's too hot(running average temperature=19.956739)
<1056> Timestamp: 2020.1.3 8:47:46.The sensor node with 112 reports it's too hot(running average temperature=18.448740)
<1057> Timestamp: 2020.1.3 8:47:46.The sensor node with 21 reports it's too hot(running average temperature=18.448740)
<1058> Timestamp: 2020.1.3 8:47:46.The sensor node with 37 reports it's too hot(running average temperature=20.101367)
<1059> Timestamp: 2020.1.3 8:47:46.The sensor node with 15 reports it's too hot(running average temperature=20.101367)
<1060> Timestamp: 2020.1.3 8:47:47.The sensor node with 37 reports it's too hot(running average temperature=20.343874)
<1061> Timestamp: 2020.1.3 8:47:47.The sensor node with 15 reports it's too hot(running average temperature=20.343874)
<1062> Timestamp: 2020.1.3 8:47:48.The sensor node with 49 reports it's too hot(running average temperature=17.817556)
<1063> Timestamp: 2020.1.3 8:47:48.The sensor node with 112 reports it's too hot(running average temperature=18.585689)
<1064> Timestamp: 2020.1.3 8:47:48.The sensor node with 21 reports it's too hot(running average temperature=18.585689)
<1065> Timestamp: 2020.1.3 8:47:48.The sensor node with 37 reports it's too hot(running average temperature=20.468334)
<1066> Timestamp: 2020.1.3 8:47:48.The sensor node with 15 reports it's too hot(running average temperature=20.468334)
<1067> Timestamp: 2020.1.3 8:47:49.The sensor node with 37 reports it's too hot(running average temperature=20.560372)
<1068> Timestamp: 2020.1.3 8:47:49.The sensor node with 15 reports it's too hot(running average temperature=20.560372)
<1069> Timestamp: 2020.1.3 8:47:50.The sensor node with 112 reports it's too hot(running average temperature=18.721977)
<1070> Timestamp: 2020.1.3 8:47:50.The sensor node with 21 reports it's too hot(running average temperature=18.721977)
<1071> Timestamp: 2020.1.3 8:47:50.The sensor node with 37 reports it's too hot(running average temperature=20.721558)
<1072> Timestamp: 2020.1.3 8:47:50.The sensor node with 15 reports it's too hot(running average temperature=20.721558)
<1073> Timestamp: 2020.1.3 8:47:51.The sensor node with 49 reports it's too hot(running average temperature=17.729723)
<1074> Timestamp: 2020.1.3 8:47:51.The sensor node with 37 reports it's too hot(running average temperature=20.760864)
<1075> Timestamp: 2020.1.3 8:47:51.The sensor node with 15 reports it's too hot(running average temperature=20.760864)
<1076> Timestamp: 2020.1.3 8:47:52.The sensor node with 112 reports it's too hot(running average temperature=18.905977)
<1077> Timestamp: 2020.1.3 8:47:52.The sensor node with 21 reports it's too hot(running average temperature=18.905977)
<1078> Timestamp: 2020.1.3 8:47:52.The sensor node with 37 reports it's too hot(running average temperature=20.618334)
<1079> Timestamp: 2020.1.3 8:47:52.The sensor node with 15 reports it's too hot(running average temperature=20.618334)
<1080> Timestamp: 2020.1.3 8:47:53.The sensor node with 37 reports it's too hot(running average temperature=20.422912)
<1081> Timestamp: 2020.1.3 8:47:53.The sensor node with 15 reports it's too hot(running average temperature=20.422912)
<1082> Timestamp: 2020.1.3 8:47:54.The sensor node with 49 reports it's too hot(running average temperature=17.823684)
<1083> Timestamp: 2020.1.3 8:47:54.The sensor node with 112 reports it's too hot(running average temperature=19.023668)
<1084> Timestamp: 2020.1.3 8:47:54.The sensor node with 21 reports it's too hot(running average temperature=19.023668)
<1085> Timestamp: 2020.1.3 8:47:54.The sensor node with 37 reports it's too hot(running average temperature=20.440946)
<1086> Timestamp: 2020.1.3 8:47:54.The sensor node with 15 reports it's too hot(running average temperature=20.440946)
<1087> Timestamp: 2020.1.3 8:47:55.The sensor node with 37 reports it's too hot(running average temperature=20.470730)
<1088> Timestamp: 2020.1.3 8:47:55.The sensor node with 15 reports it's too hot(running average temperature=20.470730)
<1089> Timestamp: 2020.1.3 8:47:56.The sensor node with 112 reports it's too hot(running average temperature=18.979844)
<1090> Timestamp: 2020.1.3 8:47:56.The sensor node with 21 reports it's too hot(running average temperature=18.979844)
<1091> Timestamp: 2020.1.3 8:47:56.The sensor node with 37 reports it's too hot(running average temperature=20.511211)
<1092> Timestamp: 2020.1.3 8:47:56.The sensor node with 15 reports it's too hot(running average temperature=20.511211)
<1093> Timestamp: 2020.1.3 8:47:57.The sensor node with 49 reports it's too hot(running average temperature=17.999457)
<1094> Timestamp: 2020.1.3 8:47:57.The sensor node with 37 reports it's too hot(running average temperature=20.711872)
<1095> Timestamp: 2020.1.3 8:47:57.The sensor node with 15 reports it's too hot(running average temperature=20.711872)
<1096> Timestamp: 2020.1.3 8:47:58.The sensor node with 112 reports it's too hot(running average temperature=18.883074)
<1097> Timestamp: 2020.1.3 8:47:58.The sensor node with 21 reports it's too hot(running average temperature=18.883074)
<1098> Timestamp: 2020.1.3 8:47:58.The sensor node with 37 reports it's too hot(running average temperature=20.847153)
<1099> Timestamp: 2020.1.3 8:47:58.The sensor node with 15 reports it's too hot(running average temperature=20.847153)
<1100> Timestamp: 2020.1.3 8:47:59.The sensor node with 15 reports it's too hot(running average temperature=20.883239)
<1101> Timestamp: 2020.1.3 8:47:59.The sensor node with 37 reports it's too hot(running average temperature=20.883239)
<1102> Timestamp: 2020.1.3 8:48:0.The sensor node with 49 reports it's too hot(running average temperature=18.133728)
<1103> Timestamp: 2020.1.3 8:48:0.The sensor node with 112 reports it's too hot(running average temperature=18.807292)
<1104> Timestamp: 2020.1.3 8:48:0.The sensor node with 21 reports it's too hot(running average temperature=18.807292)
<1105> Timestamp: 2020.1.3 8:48:0.The sensor node with 37 reports it's too hot(running average temperature=20.902651)
<1106> Timestamp: 2020.1.3 8:48:0.The sensor node with 15 reports it's too hot(running average temperature=20.902651)
<1107> Timestamp: 2020.1.3 8:48:1.The sensor node with 37 reports it's too hot(running average temperature=20.866748)
<1108> Timestamp: 2020.1.3 8:48:1.The sensor node with 15 reports it's too hot(running average temperature=20.866748)
<1109> Timestamp: 2020.1.3 8:48:2.The sensor node with 112 reports it's too hot(running average temperature=18.723850)
<1110> Timestamp: 2020.1.3 8:48:2.The sensor node with 21 reports it's too hot(running average temperature=18.723850)
<1111> Timestamp: 2020.1.3 8:48:2.The sensor node with 37 reports it's too hot(running average temperature=20.763248)
<1112> Timestamp: 2020.1.3 8:48:2.The sensor node with 15 reports it's too hot(running average temperature=20.763248)
<1113> Timestamp: 2020.1.3 8:48:3.The sensor node with 49 reports it's too hot(running average temperature=18.270347)
<1114> Timestamp: 2020.1.3 8:48:3.The sensor node with 37 reports it's too hot(running average temperature=20.692356)
<1115> Timestamp: 2020.1.3 8:48:3.The sensor node with 15 reports it's too hot(running average temperature=20.692356)
<1116> Timestamp: 2020.1.3 8:48:4.The sensor node with 112 reports it's too hot(running average temperature=18.684635)
<1117> Timestamp: 2020.1.3 8:48:4.The sensor node with 21 reports it's too hot(running average temperature=18.684635)
<1118> Timestamp: 2020.1.3 8:48:4.The sensor node with 37 reports it's too hot(running average temperature=20.556505)
<1119> Timestamp: 2020.1.3 8:48:4.The sensor node with 15 reports it's too hot(running average temperature=20.556505)
